,conf,currYr,label,source,value,year,unit,doc_companieshouseregisterednumber
22,95.0,1.0,Net assets,Net assets 50925 46071,50925,2016.0,£000,./example_data_PDF/04860660.pdf
23,96.0,0.0,Net assets,Net assets 50925 46071,46071,2015.0,£000,./example_data_PDF/04860660.pdf
24,89.0,1.0,Share capital,Share capital 18 20000 20000,20000,2016.0,£000,./example_data_PDF/04860660.pdf
25,96.0,0.0,Share capital,Share capital 18 20000 20000,20000,2015.0,£000,./example_data_PDF/04860660.pdf
26,92.0,1.0,Retained earnings,Retained earnings 30925 26071,30925,2016.0,£000,./example_data_PDF/04860660.pdf
27,96.0,0.0,Retained earnings,Retained earnings 30925 26071,26071,2015.0,£000,./example_data_PDF/04860660.pdf
28,95.0,1.0,Total equity,Total equity 50925 46071,50925,2016.0,£000,./example_data_PDF/04860660.pdf
29,95.0,0.0,Total equity,Total equity 50925 46071,46071,2015.0,£000,./example_data_PDF/04860660.pdf
0,92.0,1.0,Intangible assets,Intangible assets 8 6639110 7133705,6639110,2015.0,£,./example_data_PDF/03293902.pdf
1,95.0,0.0,Intangible assets,Intangible assets 8 6639110 7133705,7133705,2014.0,£,./example_data_PDF/03293902.pdf
2,52.0,1.0,Tangible assets,Tangible assets 9 6318553 5465227,6318553,2015.0,£,./example_data_PDF/03293902.pdf
3,94.0,0.0,Tangible assets,Tangible assets 9 6318553 5465227,5465227,2014.0,£,./example_data_PDF/03293902.pdf
4,96.0,1.0,Investments,Investments 10 21250 22500,21250,2015.0,£,./example_data_PDF/03293902.pdf
5,96.0,0.0,Investments,Investments 10 21250 22500,22500,2014.0,£,./example_data_PDF/03293902.pdf
6,96.0,1.0,Stocks,Stocks 11 186034 188255,186034,2015.0,£,./example_data_PDF/03293902.pdf
7,96.0,0.0,Stocks,Stocks 11 186034 188255,188255,2014.0,£,./example_data_PDF/03293902.pdf
8,96.0,1.0,Debtors,Debtors 12 209853 205083,209853,2015.0,£,./example_data_PDF/03293902.pdf
9,96.0,0.0,Debtors,Debtors 12 209853 205083,205083,2014.0,£,./example_data_PDF/03293902.pdf
10,95.0,1.0,Cash at bank and in hand,Cash at bank and in hand 2102685 3383647,2102685,2015.0,£,./example_data_PDF/03293902.pdf
11,96.0,0.0,Cash at bank and in hand,Cash at bank and in hand 2102685 3383647,3383647,2014.0,£,./example_data_PDF/03293902.pdf
12,94.0,1.0,Amounts falling due within one year,Amounts falling due within one year 13 6463651 6178325,6463651,2015.0,£,./example_data_PDF/03293902.pdf
13,96.0,0.0,Amounts falling due within one year,Amounts falling due within one year 13 6463651 6178325,6178325,2014.0,£,./example_data_PDF/03293902.pdf
14,95.0,1.0,NET CURRENT LIABILITIES,NET CURRENT LIABILITIES 3965079 2401340,3965079,2015.0,£,./example_data_PDF/03293902.pdf
15,95.0,0.0,NET CURRENT LIABILITIES,NET CURRENT LIABILITIES 3965079 2401340,2401340,2014.0,£,./example_data_PDF/03293902.pdf
16,96.0,1.0,LIABILITIES,LIABILITIES 9013834 10220092,9013834,2015.0,£,./example_data_PDF/03293902.pdf
17,95.0,0.0,LIABILITIES,LIABILITIES 9013834 10220092,10220092,2014.0,£,./example_data_PDF/03293902.pdf
18,96.0,1.0,Amounts falling due after more than one year,year 14 6535205 7658345,6535205,2015.0,£,./example_data_PDF/03293902.pdf
19,96.0,0.0,Amounts falling due after more than one year,year 14 6535205 7658345,7658345,2014.0,£,./example_data_PDF/03293902.pdf
20,96.0,1.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 17 417864 286408,417864,2015.0,£,./example_data_PDF/03293902.pdf
21,95.0,0.0,PROVISIONS FOR LIABILITIES,PROVISIONS FOR LIABILITIES 17 417864 286408,286408,2014.0,£,./example_data_PDF/03293902.pdf
22,96.0,1.0,NET ASSETS,NET ASSETS 2060765 2275339,2060765,2015.0,£,./example_data_PDF/03293902.pdf
23,95.0,0.0,NET ASSETS,NET ASSETS 2060765 2275339,2275339,2014.0,£,./example_data_PDF/03293902.pdf
24,96.0,1.0,Called up share capital,Called up share capital 18 100 100,100,2015.0,£,./example_data_PDF/03293902.pdf
25,95.0,0.0,Called up share capital,Called up share capital 18 100 100,100,2014.0,£,./example_data_PDF/03293902.pdf
26,94.0,1.0,Retained earnings,Retained earnings 2060665 2275239,2060665,2015.0,£,./example_data_PDF/03293902.pdf
27,96.0,0.0,Retained earnings,Retained earnings 2060665 2275239,2275239,2014.0,£,./example_data_PDF/03293902.pdf
28,95.0,1.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 2060765 2275339,2060765,2015.0,£,./example_data_PDF/03293902.pdf
29,94.0,0.0,SHAREHOLDERS FUNDS,SHAREHOLDERS FUNDS 2060765 2275339,2275339,2014.0,£,./example_data_PDF/03293902.pdf
0,96.0,1.0,Note,Note 2016 2015,2016,2016.0,£7000,./example_data_PDF/00178090.pdf
1,96.0,0.0,Note,Note 2016 2015,2015,2015.0,£7000,./example_data_PDF/00178090.pdf
2,96.0,1.0,Investments  shares in group undertakings Inventories Debtors amounts falling due within one year,Investments  shares in group undertakings Inventories Debtors amounts falling due within one year 36052  43522 40029 335433 335729,335433,2016.0,£7000,./example_data_PDF/00178090.pdf
3,96.0,0.0,Investments  shares in group undertakings Inventories Debtors amounts falling due within one year,Investments  shares in group undertakings Inventories Debtors amounts falling due within one year 36052  43522 40029 335433 335729,335729,2015.0,£7000,./example_data_PDF/00178090.pdf
4,96.0,1.0,Cash at bank and in hand,Cash at bank and in hand 13 333,13,2016.0,£7000,./example_data_PDF/00178090.pdf
5,94.0,0.0,Cash at bank and in hand,Cash at bank and in hand 13 333,333,2015.0,£7000,./example_data_PDF/00178090.pdf
6,96.0,1.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 155986 189912,155986,2016.0,£7000,./example_data_PDF/00178090.pdf
7,96.0,0.0,Creditors amounts falling due within one year,Creditors amounts falling due within one year 155986 189912,189912,2015.0,£7000,./example_data_PDF/00178090.pdf
8,96.0,1.0,Net current assets,Net current assets 330804 219648,330804,2016.0,£7000,./example_data_PDF/00178090.pdf
9,96.0,0.0,Net current assets,Net current assets 330804 219648,219648,2015.0,£7000,./example_data_PDF/00178090.pdf
10,96.0,1.0,Total assets less current liabilities,Total assets less current liabilities 330804 345751,330804,2016.0,£7000,./example_data_PDF/00178090.pdf
11,96.0,0.0,Total assets less current liabilities,Total assets less current liabilities 330804 345751,345751,2015.0,£7000,./example_data_PDF/00178090.pdf
12,96.0,1.0,Creditors amounts falling due after more than one year,Creditors amounts falling due after more than one year 18  2094,18,2016.0,£7000,./example_data_PDF/00178090.pdf
13,92.0,0.0,Creditors amounts falling due after more than one year,Creditors amounts falling due after more than one year 18  2094,2094,2015.0,£7000,./example_data_PDF/00178090.pdf
14,96.0,1.0,Pensions and similar obligations Other provisions,Pensions and similar obligations Other provisions 20 19 148500 127200 8847 3972,8847,2016.0,£7000,./example_data_PDF/00178090.pdf
15,93.0,0.0,Pensions and similar obligations Other provisions,Pensions and similar obligations Other provisions 20 19 148500 127200 8847 3972,3972,2015.0,£7000,./example_data_PDF/00178090.pdf
16,27.0,1.0,Net assets,Net assets 173457 212485,173457,2016.0,£7000,./example_data_PDF/00178090.pdf
17,27.0,0.0,Net assets,Net assets 173457 212485,212485,2015.0,£7000,./example_data_PDF/00178090.pdf
18,96.0,1.0,Called up share capital,Called up share capital 21 165000 165000,165000,2016.0,£7000,./example_data_PDF/00178090.pdf
19,96.0,0.0,Called up share capital,Called up share capital 21 165000 165000,165000,2015.0,£7000,./example_data_PDF/00178090.pdf
20,96.0,1.0,Share premium account,Share premium account 60454 60454,60454,2016.0,£7000,./example_data_PDF/00178090.pdf
21,96.0,0.0,Share premium account,Share premium account 60454 60454,60454,2015.0,£7000,./example_data_PDF/00178090.pdf
22,95.0,1.0,Capital redemption reserve,Capital redemption reserve 75500 75500,75500,2016.0,£7000,./example_data_PDF/00178090.pdf
23,96.0,0.0,Capital redemption reserve,Capital redemption reserve 75500 75500,75500,2015.0,£7000,./example_data_PDF/00178090.pdf
24,96.0,1.0,Profit and loss account,Profit and loss account 127497 88469,127497,2016.0,£7000,./example_data_PDF/00178090.pdf
25,96.0,0.0,Profit and loss account,Profit and loss account 127497 88469,88469,2015.0,£7000,./example_data_PDF/00178090.pdf
