,Element Count,Element Name,Of Which are Numerical,source
1041,0.0,increasedecreasefromrevaluationsrecognisedorreversedinprofitorlosspropertyplantequipment,0.0,frs-102
1042,0.0,operatingincomefree-textcomment,0.0,frs-102
1043,0.0,cancellationtreasurysharesincreasedecreaseinequity,0.0,frs-102
1044,0.0,debtsecuritiesinissueotherborrowedfundsrecognitionmeasurementpolicy,0.0,frs-102
1045,0.0,debtsecuritiesissuedbybanksheld,0.0,frs-102
1046,0.0,descriptionrestrictionsonrealisabilityorremittanceincomefrominvestmentproperty,0.0,frs-102
1047,0.0,goodsforresale,0.0,frs-102
1048,0.0,increasedecreaseinnumbertreasurysharesheldinperiod,0.0,frs-102
1049,0.0,inventorywrite-downexpensegross,0.0,frs-102
1050,0.0,descriptionexpectednetreversaldeferredtaxassetsliabilities,0.0,frs-102
1051,0.0,furtheritemincreasedecreaseinnetdeferredtaxliabilitycomponentnetdeferredtaxliabilityassetmovement,0.0,frs-102
1052,0.0,fairvaluegainlossrecognisedinprofitorlossforreclassifiedfinancialassets,0.0,frs-102
1053,0.0,statementchangesinequityfree-textcomment,0.0,frs-102
1054,0.0,othernon-auditservicesentitysubsidiariesfees,0.0,frs-102
1055,0.0,increasedecreaseindeferredtaxliabilitiesfromchangesintaxratesorlawsrecognisedinprofitorloss,0.0,frs-102
1056,0.0,prepaymentsaccruedincomefinancialasset,0.0,frs-102
1057,0.0,descriptionreportingperiodforemissionsdataifthisdifferentfromperiodcoveredbydirectorsreport,0.0,frs-102
1058,0.0,generalderivativeshedgingpolicy,0.0,frs-102
1059,0.0,commitmentsmadetorelatedparties,0.0,frs-102
1060,0.0,interestincomefromassociates,0.0,frs-102
1061,0.0,paymentstoacquireinterestsinjointventuresclassifiedasinvestingactivities,0.0,frs-102
1062,0.0,transactioncostsrelatedtosharesissuedinperiod,0.0,frs-102
1063,0.0,descriptioninvestmentpropertyleasingarrangements,0.0,frs-102
1064,0.0,generaldescriptioncreditriskexposuremanagementincludinganyconcentrationsrisk,0.0,frs-102
1065,0.0,taxexpensecreditrelatingtogainorlossondiscontinuanceoperations,0.0,frs-102
1066,0.0,furtheritemincreasedecreaseinassetsdefinedbenefitplancomponenttotalchangeinfairvalueplanassets,0.0,frs-102
1067,0.0,certificatesdepositheld,0.0,frs-102
1068,0.0,descriptionorotherinformationonentitycontact,0.0,frs-102
1069,0.0,cashreceiptsfromsalesinterestsinjointventures,0.0,frs-102
1070,0.0,leaseclassificationcriticalestimatesjudgements,0.0,frs-102
1071,0.0,cashreceiptsfromsalesequityordebtinstrumentsotherentitiesclassifiedasinvestingactivities,0.0,frs-102
1072,0.0,directorstotal,0.0,frs-102
1073,0.0,share-basedpaymentsarrangementstransferredfromtoliabilitiesincreasedecreaseinequity,0.0,frs-102
1074,0.0,currentliabilitiesassociates,0.0,frs-102
1075,0.0,issueothercapitalsecuritiesclassifiedasequity,0.0,frs-102
1076,0.0,generaldescriptionmethodsfordeterminingchangeinfairvalueloansreceivablesattributabletochangesincreditriskincludinglimitationsmethods,0.0,frs-102
1077,0.0,currentaccountsdepositsfromcustomers,0.0,frs-102
1078,0.0,increasedecreaseduetotransfersintooroutbiologicalassetscostmodel,0.0,frs-102
1079,0.0,utilitiescosts,0.0,frs-102
1080,0.0,otherrepairsmaintenanceexpense,0.0,frs-102
1081,0.0,otherdistributioncosts,0.0,frs-102
1082,0.0,otherremainingoperatingexpense,0.0,frs-102
1083,0.0,advertisingcosts,0.0,frs-102
1084,0.0,bankchargesclassifiedasfinancecosts,0.0,frs-102
1085,0.0,descriptionrelationshipsbetweenentitygovernment-relatedentityincludinganychanges,0.0,frs-102
1086,0.0,contingentrentsonoperatingleasesrecognisedasincome,0.0,frs-102
1087,0.0,totalimpairmentreversal,0.0,frs-102
1088,0.0,decreaseduetoharvestbiologicalassetscostmodel,0.0,frs-102
1089,0.0,descriptionfinancialassetsforwhichfairvaluehasnotbeendisclosed,0.0,frs-102
1090,0.0,accruedpensionlumpsumperiodenddirectors,0.0,frs-102
1091,0.0,descriptionputtablefinancialinstrumentsclassifiedasequityinstrumentsincludingreclassificationsintooutfinancialliabilities,0.0,frs-102
1092,0.0,accruedpensionperiodenddirectors,0.0,frs-102
1093,0.0,titleotherspecificcriticalestimatejudgement,0.0,frs-102
1094,0.0,descriptionfactscircumstancessaleorexpecteddisposal,0.0,frs-102
1095,0.0,descriptionrepurchaseagreementsothersimilarsecuredborrowing,0.0,frs-102
1096,0.0,vatrecoveredoninvestmentmanagementfees,0.0,frs-102
1097,0.0,legalfees,0.0,frs-102
1098,0.0,shareothercomprehensiveincomeassociatesjointventuresaccountedforusingequitymethodbeforetax,0.0,frs-102
1099,0.0,foreigntaxpayable,0.0,frs-102
1100,0.0,interestexpenseonfinancialliabilitiesthatarenotfairvaluethroughprofitorloss,0.0,frs-102
1101,0.0,gainlossonfinancialassetsamortisedcost,0.0,frs-102
1102,0.0,dividendincomefromassociates,0.0,frs-102
1103,0.0,gainlossonfinancialliabilitiesamortisedcost,0.0,frs-102
1104,0.0,revenueassociates,0.0,frs-102
1105,0.0,taxexpensecreditonrevaluationpropertyplantequipmentinothercomprehensiveincome,0.0,frs-102
1106,0.0,profitlossattributabletonon-controllinginterests,0.0,frs-102
1107,0.0,numbersharesinentityheldbyentityitssubsidiariesorassociates,0.0,frs-102
1108,0.0,consumables,0.0,frs-102
1109,0.0,acquisitionsubsidiariesincreasedecreaseinequity,0.0,frs-102
1110,0.0,generaldescriptionassetsliabilitieswithsignificantriskmaterialadjustmentincludingvalues,0.0,frs-102
1111,0.0,bankingarrangementsclassifiedascashcashequivalents,0.0,frs-102
1112,0.0,furtheritemincreasedecreaseindepreciationimpairmentppecomponentcorrespondingtotal,0.0,frs-102
1113,0.0,furtheritemincreasedecreaseinppecomponenttotalchangeinppe,0.0,frs-102
1114,0.0,impairmentlossreversal,0.0,frs-102
1115,0.0,businessdivestituredecreaseinamortisationimpairmentintangibleassets,0.0,frs-102
1116,0.0,totaldonationtoeupoliticalorganisation,0.0,frs-102
1117,0.0,othercontributionsbyownersincreasedecreaseinequity,0.0,frs-102
1118,0.0,subordinatedliabilities,0.0,frs-102
1119,0.0,totalleasereceivables,0.0,frs-102
1120,0.0,impairmentlossinvestmentpropertycostwithinfairvaluemodel,0.0,frs-102
1121,0.0,descriptioncircumstancesreclassificationoutfinancialassetsfairvaluethroughprofitorloss,0.0,frs-102
1122,0.0,impairmentlossintangibleassets,0.0,frs-102
1123,0.0,corporatefinancetransactionsfees,0.0,frs-102
1124,0.0,unrealisedgainlossonfinancialassetsliabilitiesfairvalue,0.0,frs-102
1125,0.0,descriptionnon-financialassetspledgedascollateralincludingtermsconditions,0.0,frs-102
1126,0.0,financeincomefree-textcomment,0.0,frs-102
1127,0.0,financialinstrumentsnetgainlossbeforetax,0.0,frs-102
1128,0.0,taxdecreasefromtaxlossesforwhichnodeferredtaxassetwasrecognised,0.0,frs-102
1129,0.0,descriptionremainingamortisationperiodmaterialintangibleasset,0.0,frs-102
1130,0.0,proceedsfromissuingsharestopartiesotherthannon-controllinginterests,0.0,frs-102
1131,0.0,gainlossincashflowsfromchangeintradedebtorstradereceivables,0.0,frs-102
1132,0.0,gainlossonremeasurementdefinedbenefitplansnettaxinothercomprehensiveincome,0.0,frs-102
1133,0.0,creditorsnon-financialliability,0.0,frs-102
1134,0.0,gainlossfromrevaluationintangibleassetsrecognisedinprofitorloss,0.0,frs-102
1135,0.0,increasedecreaseinprovisionsthroughtransfersreclassifications,0.0,frs-102
1136,0.0,keymanagementpersonnelcompensationotherlong-termbenefits,0.0,frs-102
1137,0.0,numberdirectorswhoreceivedorwereentitledtoreceivesharesunderlongtermincentiveschemes,0.0,frs-102
1138,0.0,generaldescriptionbenefitsunderlong-termincentiveschemesdirectors,0.0,frs-102
1139,0.0,totaltaxexpensecreditonitemsrecognisedinequity,0.0,frs-102
1140,0.0,impairmentlossoninvestments,0.0,frs-102
1141,0.0,impairmentlossnon-financialassets,0.0,frs-102
1142,0.0,taxexpensecreditonrevaluationinvestmentpropertiesinothercomprehensiveincome,0.0,frs-102
1143,0.0,othernon-operatingnetgainlossbeforetax,0.0,frs-102
1144,0.0,increaseinbiologicalassetsfromdevelopmentcultivationcostscapitalisedfairvaluemodel,0.0,frs-102
1145,0.0,otherincreasedecreaseindeferredtaxassets,0.0,frs-102
1146,0.0,assetsobtainedbytakingpossessioncollateral,0.0,frs-102
1147,0.0,descriptionbasispreparationsummarisedfinancialinformationassociate,0.0,frs-102
1148,0.0,proceedsfromloansadvancestoassociatesjointventuresparticipatinginterestsclassifiedasfinancingactivities,0.0,frs-102
1149,0.0,generaldescriptionfinancialassetspastduebutnotimpairedincludingcollateralheldfairvalue,0.0,frs-102
1150,0.0,assumedrateincreaseinmaximumstatehealthcarebenefits,0.0,frs-102
1151,0.0,assumedrateincreaseinretirementhealthcarecosts,0.0,frs-102
1152,0.0,othercurrentliabilitiesassumed,0.0,frs-102
1153,0.0,incometaxescriticalestimatesjudgements,0.0,frs-102
1154,0.0,descriptionbasispreparationsummarisedfinancialinformationjointventure,0.0,frs-102
1155,0.0,biologicalassetsfairvaluemodel,0.0,frs-102
1156,0.0,otherfeeincome,0.0,frs-102
1157,0.0,descriptionreasonsifusefullifeexceedsfiveyears,0.0,frs-102
1158,0.0,debtorsnon-financialasset,0.0,frs-102
1159,0.0,internalauditservicesfees,0.0,frs-102
1160,0.0,taxincreasedecreasefromeffectforeigntaxrates,0.0,frs-102
1161,0.0,increasedecreaseinnetdeferredtaxliabilityfromchangesintaxratesorlawsrecognisedinprofitorloss,0.0,frs-102
1162,0.0,descriptionchangesinapplicabletaxrates,0.0,frs-102
1163,0.0,accumulatedimpairmentnotincludingdepreciationpropertyplantequipment,0.0,frs-102
1164,0.0,lossgainfromwrite-downsreversalsinventories,0.0,frs-102
1165,0.0,descriptionmethodsusedtodetermineconstructioncontractrevenuestagecompletion,0.0,frs-102
1166,0.0,numbersharescancelledinperiod,0.0,frs-102
1167,0.0,furtheriteminventoriescomponenttotalinventories,0.0,frs-102
1168,0.0,gainlossonhedgeinvestmentsinforeignoperationsnettaxinothercomprehensiveincome,0.0,frs-102
1169,0.0,nameordescriptioneupoliticalorganisation,0.0,frs-102
1170,0.0,generaldescriptionfairvaluehierarchy,0.0,frs-102
1171,0.0,dividendspaidonsharessecondinterim,0.0,frs-102
1172,0.0,otherdebtsecuritiesinissue,0.0,frs-102
1173,0.0,proceedsfromloansadvancestorelatedpartiesclassifiedasfinancingactivities,0.0,frs-102
1174,0.0,loansadvancesgrantedtorelatedpartiesclassifiedasfinancingactivities,0.0,frs-102
1175,0.0,proceedsfromissuingsharesotherequityinstruments,0.0,frs-102
1176,0.0,otherassetsliabilitiesrelatedtodefinedbenefitplanrecognisedinbalancesheet,0.0,frs-102
1177,0.0,increaseinassetsdefinedbenefitplanfromreturnonassetsnetinterestincome,0.0,frs-102
1178,0.0,deferredtaxassetscriticalestimatesjudgements,0.0,frs-102
1179,0.0,obligationsunderfinanceleasesassumedlessees,0.0,frs-102
1180,0.0,amountnetreversaldeferredtaxassetsliabilitiesexpectedtooccurinyearbeginningafterreportingperiod,0.0,frs-102
1182,0.0,nameentityliquidators,0.0,frs-102
1183,0.0,feestoauditorsfree-textcomment,0.0,frs-102
1184,0.0,issueconvertiblenotesforconsiderationnettaxincreaseinequity,0.0,frs-102
1185,0.0,provisionsassumed,0.0,frs-102
1186,0.0,decreaseincreaseinprovisionsthroughdisposalstransferstoheldforsale,0.0,frs-102
1187,0.0,increasedecreaseinliabilitiesdefinedbenefitplanfrompastservicecostgainslossesarisingfromsettlements,0.0,frs-102
1188,0.0,taxdecreaseincreasefromeffecttaxincentives,0.0,frs-102
1189,0.0,investmentpropertyacquired,0.0,frs-102
1190,0.0,increasedecreasefromrevaluationsrecognisedorreversedinothercomprehensiveincomepropertyplantequipment,0.0,frs-102
1191,0.0,excessretirementbenefitsoveroriginalentitlementdirectors,0.0,frs-102
1192,0.0,otherdebtorsacquired,0.0,frs-102
1193,0.0,descriptionconversiondebttoequity,0.0,frs-102
1194,0.0,mainindustrysector,0.0,frs-102
1195,0.0,biologicalassets,0.0,frs-102
1196,0.0,windingupvalueredeemablepreferenceshares,0.0,frs-102
1197,0.0,numbersharesredeemedinperiod,0.0,frs-102
1198,0.0,depositsfromcustomers,0.0,frs-102
1199,0.0,descriptionimpairmentlossesrecognisedorreversedpropertyplantequipment,0.0,frs-102
1200,0.0,generaldescriptionstrategiesforusingderivatives,0.0,frs-102
1201,0.0,investmentsinassociatesacquired,0.0,frs-102
1202,0.0,loancommitments,0.0,frs-102
1203,0.0,loansfromassociatesjointventuresparticipatinginterests,0.0,frs-102
1204,0.0,depreciationpropertyplantequipmentintangibleassetscriticalestimatesjudgements,0.0,frs-102
1205,0.0,generaldescriptionusecollateral,0.0,frs-102
1206,0.0,taxexpensecreditondepreciationtransferrevaluationsurplusrecognisedinequity,0.0,frs-102
1207,0.0,investmentsinjointventuresmeasuredfairvalue,0.0,frs-102
1208,0.0,descriptioncontractualobligationsonpurchasedevelopmentorrepairinvestmentproperty,0.0,frs-102
1209,0.0,redemptionvalueredeemablepreferenceshares,0.0,frs-102
1210,0.0,decreaseindeferredtaxassetsfrompartialoffsetdeferredtaxliabilities,0.0,frs-102
1211,0.0,acquiredthroughbusinesscombinationsbiologicalassetscostmodel,0.0,frs-102
1212,0.0,transferstofromnon-currentassetsordisposalgroupsheldforsalebiologicalassetscostmodel,0.0,frs-102
1213,0.0,interestpaidtorelatedparties,0.0,frs-102
1214,0.0,hedgenetinvestmentpolicy,0.0,frs-102
1215,0.0,totalincreasedecreaseinrevaluationsurpluspropertyplantequipment,0.0,frs-102
1216,0.0,gainlossincashflowsfromchangeindeferreditems,0.0,frs-102
1217,0.0,subordinatedliabilitiesowedtothirdparties,0.0,frs-102
1218,0.0,inventoriesfairvaluelesscoststosellnetrealisablevalue,0.0,frs-102
1220,0.0,cashconsiderationreceivedforsharesissuedinperiodrelatedtoshare-basedpayments,0.0,frs-102
5,64.0,charityfunds,64.0,char
7,64.0,netassetsliabilities,64.0,char
24,63.0,cashbankonhand,63.0,char
25,63.0,netincomeexpenditurebeforetransfersbetweenfundsotherrecognisedgainslosses,63.0,char
26,63.0,incomeendowments,63.0,char
27,62.0,incomematerialfund,62.0,char
29,62.0,expenditurematerialfund,62.0,char
47,58.0,donationslegacies,58.0,char
50,56.0,expenditure,56.0,char
52,55.0,creditors,55.0,char
57,51.0,costcharitableactivity,51.0,char
65,36.0,propertyplantequipment,36.0,char
69,33.0,accruedliabilities,33.0,char
70,33.0,accumulateddepreciationimpairmentpropertyplantequipment,33.0,char
71,33.0,propertyplantequipmentgrosscost,33.0,char
72,31.0,costsraisingfunds,31.0,char
73,30.0,increasefromdepreciationchargeforyearpropertyplantequipment,30.0,char
75,29.0,depreciationexpensepropertyplantequipment,29.0,char
77,28.0,investmentincome,28.0,char
79,24.0,tradecreditorstradepayables,24.0,char
80,24.0,incomefromothertradingactivities,24.0,char
81,24.0,interestincomeonbankdeposits,24.0,char
82,23.0,incomefromcharitableactivity,23.0,char
86,20.0,othertaxationsocialsecuritypayable,20.0,char
88,17.0,tradedebtorstradereceivables,17.0,char
89,17.0,otherexpenditure,17.0,char
90,17.0,totaladditionsincludingfrombusinesscombinationspropertyplantequipment,17.0,char
93,14.0,accruedliabilitiesdeferredincome,14.0,char
94,13.0,fundraisingsupportcosts,13.0,char
95,12.0,incomefromothertradingactivity,12.0,char
98,11.0,furtheritemincomefromothertradingactivitiescomponenttotalincomefromothertradingactivities,11.0,char
99,10.0,prepayments,10.0,char
104,8.0,prepaymentsaccruedincome,8.0,char
105,8.0,furtheritemdonationslegaciescomponenttotaldonationslegacies,8.0,char
108,7.0,totalinventories,7.0,char
111,6.0,otherincome,6.0,char
112,6.0,furtheritemcostsraisingfundscomponenttotalcostsraisingfunds,6.0,char
114,6.0,netincreasedecreaseincharitablefunds,6.0,char
120,4.0,otherremainingborrowings,4.0,char
124,4.0,merchandise,4.0,char
125,4.0,othergeneralgrants,4.0,char
129,4.0,gainlossondisposalspropertyplantequipment,4.0,char
132,3.0,investmentsingroupundertakings,3.0,char
136,3.0,netassetsliabilitiessubsidiaries,3.0,char
137,3.0,amountsowedbygroupundertakings,3.0,char
138,3.0,recoverablevalue-addedtax,3.0,char
139,3.0,percentageclassshareheldinsubsidiary,3.0,char
141,3.0,giftaid,3.0,char
143,3.0,staffcostsemployeebenefitsexpense,3.0,char
146,2.0,repairsmaintenanceexpenseproperty-related,2.0,char
147,2.0,netgainslossesoninvestmentassets,2.0,char
148,2.0,corporationtaxrecoverable,2.0,char
149,2.0,insurancecosts,2.0,char
150,2.0,gainlossmaterialfund,2.0,char
151,2.0,utilitiescosts,2.0,char
153,2.0,trusteesexpenses,2.0,char
154,2.0,incomefromcharitableactivities,2.0,char
156,2.0,transfertofrommaterialfund,2.0,char
157,2.0,rentalincomefrominvestmentproperty,2.0,char
158,2.0,profitlosssubsidiaries,2.0,char
161,2.0,totalborrowings,2.0,char
162,2.0,salariesdirectors,2.0,char
164,2.0,otherinvestmentsotherthanloans,2.0,char
166,1.0,premisescosts,1.0,char
167,1.0,investmentpropertyfairvaluemodel,1.0,char
169,1.0,disposalspropertyplantequipment,1.0,char
171,1.0,disposalsdecreaseindepreciationimpairmentpropertyplantequipment,1.0,char
172,1.0,investmentproperty,1.0,char
173,1.0,gainlossonrevaluationfixedassets,1.0,char
174,1.0,heritageassets,1.0,char
175,1.0,pensionotherpost-employmentbenefitcostsotherpensioncosts,1.0,char
176,1.0,supportcostscharitableactivity,1.0,char
178,1.0,donatedgoodsfacilitiesservices,1.0,char
183,1.0,donationsgifts,1.0,char
186,1.0,furthertrusteeemployeebenefititemcomponenttotaltrusteesremunerationbenefits,1.0,char
187,1.0,trusteesremunerationbenefits,1.0,char
188,1.0,totalgrantstoinstitutions,1.0,char
0,64.0,accountstypefullorabbreviated,0.0,char
1,64.0,accountingstandardsapplied,0.0,char
3,64.0,charityregistrationnumberenglandwales,0.0,char
8,64.0,statementthatcompanyentitledtoexemptionfromauditundersection477companiesact2006relatingtosmallcompanies,0.0,char
10,64.0,statementthatmembershavenotrequiredcompanytoobtainanaudit,0.0,char
11,64.0,accountsstatusauditedorunaudited,0.0,char
13,64.0,directorsigningdirectorsreport,0.0,char
14,64.0,statementthataccountshavebeenpreparedinaccordancewithprovisionssmallcompaniesregime,0.0,char
15,64.0,dateauthorisationfinancialstatementsforissue,0.0,char
16,64.0,entitytradingstatus,0.0,char
17,64.0,directorsigningfinancialstatements,0.0,char
18,64.0,entitydormanttruefalse,0.0,char
22,64.0,statementthatdirectorsacknowledgetheirresponsibilitiesundercompaniesact,0.0,char
28,62.0,versionproductionsoftware,0.0,char
30,62.0,taxpolicy,0.0,char
31,62.0,nameproductionsoftware,0.0,char
32,62.0,reporttitle,0.0,char
33,62.0,accountshavedepartedfromfrs102orapplicablelegislationtoachievefairpresentationtruefalse,0.0,char
34,62.0,financialstatementsarepreparedongoing-concernbasistruefalse,0.0,char
35,62.0,legalformentity,0.0,char
36,62.0,scopeaccounts,0.0,char
38,62.0,reportperiod,0.0,char
39,62.0,applicablelegislation,0.0,char
40,62.0,sorpsapplied,0.0,char
41,62.0,norelatedpartytransactionsinreportingperiodrequiredisclosuretruefalse,0.0,char
42,62.0,morethan200subsidiariestruefalse,0.0,char
43,62.0,accountsarepreparedinaccordancewithcharitiesfrs102sorptruefalse,0.0,char
44,62.0,accountsarepreparedinaccordancewithapplicablecharityandorcompanylawinjurisdictionsregistrationtruefalse,0.0,char
45,62.0,accountsarepreparedinaccordancewithfrs102orapplicablelegislationtruefalse,0.0,char
53,55.0,nonetrusteeshavebeenpaidanyremunerationorreceivedanyotherbenefitstruefalse,0.0,char
55,52.0,nomatterhascometoattentionindependentexaminertruefalse,0.0,char
56,52.0,notrusteeexpenseshavebeenincurredtruefalse,0.0,char
58,50.0,descriptionnaturetransactionsbalanceswithrelatedparties,0.0,char
59,50.0,descriptionactivity,0.0,char
60,49.0,explanationcharitableaimsincludingdetailschangesitseekstomakethroughactivities,0.0,char
62,43.0,addressentitycharityauditors,0.0,char
67,35.0,reservespolicy,0.0,char
68,33.0,descriptiondepreciationmethodforpropertyplantequipment,0.0,char
74,30.0,noemployeesreceivedbenefitsexcludingemployerpensioncostsmorethan60000truefalse,0.0,char
76,28.0,significantcharitableactivitiesundertaken,0.0,char
78,27.0,methodsusedtorecruitappointnewtrustees,0.0,char
83,22.0,explanationcharitysorganisationalstructureincludingthoseanysubsidiaryundertakings,0.0,char
84,22.0,explanationmainactivitiesundertakenforpublicbenefit,0.0,char
85,22.0,significantactivitiesundertakentoachievestatedaimsobjectives,0.0,char
96,12.0,principalfundingsourcescharity,0.0,char
97,11.0,policyforinductiontrainingtrustees,0.0,char
101,9.0,explanationrelationshipsbetweencharityrelatedparties,0.0,char
102,9.0,explanationcontributionmadebyvolunteerstoactivities,0.0,char
103,8.0,summarymainachievements,0.0,char
106,8.0,summaryplansstrategyformanagingrisks,0.0,char
107,7.0,inventoriespolicy,0.0,char
109,7.0,leasespolicy,0.0,char
113,6.0,investmentpolicy,0.0,char
116,5.0,nameultimatecontrollingpartyifnotultimateparent,0.0,char
117,5.0,controllingpartyultimatecontrollingpartytruefalse,0.0,char
121,4.0,propertyplantequipmentpolicy,0.0,char
122,4.0,explanationhowgrantmakingactivitiescontributetoaimsobjectives,0.0,char
123,4.0,charitableobjective,0.0,char
127,4.0,reportincludeslistsubsidiariestruefalse,0.0,char
128,4.0,performancematerialfundraisingactivitiesagainstfundraisingobjectivesset,0.0,char
130,3.0,addressentitybankers,0.0,char
131,3.0,nameentitybankers,0.0,char
133,3.0,entityhasclaimedexemptionfrompresentingcashflowstatementnotesinlinewithfrs1021.12btruefalse,0.0,char
134,3.0,descriptionclassshareheldinsubsidiary,0.0,char
140,3.0,allocationcostspolicy,0.0,char
142,3.0,explanationfundsmateriallyindeficit,0.0,char
144,3.0,explanationaffiliationswithotherbodies,0.0,char
152,2.0,oneormoretrusteeshavehadtheirexpensesmetbycharitytruefalse,0.0,char
159,2.0,dateendreportingperiodsubsidiaryifdifferentfromentity,0.0,char
160,2.0,oneormoretrusteeshasbeenpaidremunerationorreceivedotherbenefitstruefalse,0.0,char
163,2.0,descriptionreasonwhyentityhasnotpreparedconsolidatedfinancialstatements,0.0,char
165,1.0,entityhasclaimedexemptionfromreportingdisclosurerelatedpartytransactionsforwholly-ownedentitiestruefalse,0.0,char
168,1.0,heritageassetsfree-textcomment,0.0,char
170,1.0,investmentpropertypolicy,0.0,char
177,1.0,explanationusesocialinvestment,0.0,char
179,1.0,governingdocument,0.0,char
180,1.0,nameentityaccountants,0.0,char
181,1.0,statementcompliancewithapplicablereportingframework,0.0,char
182,1.0,fundaccountingpolicy,0.0,char
184,1.0,explanationpurposestrustlawrestrictionsimposedoneachmaterialfund,0.0,char
185,1.0,expenditurepolicy,0.0,char
189,1.0,investmentperformanceagainstinvestmentobjectivesset,0.0,char
190,0.0,totaladditionsheritageassets,0.0,char
191,0.0,revaluationpropertyplantequipmentfree-textcomment,0.0,char
192,0.0,definedbenefitpensionplanfree-textcomment,0.0,char
194,0.0,governmentgrantspayable,0.0,char
195,0.0,otherrepairsmaintenanceexpense,0.0,char
196,0.0,independentvaluerwasinvolvedinrevaluationpropertyplantequipmenttruefalse,0.0,char
197,0.0,descriptionprinciplerisksuncertainties,0.0,char
198,0.0,inventoriesfree-textcomment,0.0,char
199,0.0,recoverableamountspecificintangibleassetbasedvalueinusetruefalse,0.0,char
200,0.0,intangibleassets,0.0,char
201,0.0,propertyplantequipmentfree-textcomment,0.0,char
202,0.0,intangibleassetsgrosscost,0.0,char
203,0.0,accumulatedamortisationimpairmentintangibleassets,0.0,char
205,0.0,datewhenceasedtobelegalorregisteredname,0.0,char
206,0.0,numberemployeeswhosetotalbenefitsexcludingemployerpensioncostsfallwithinbandsgbp10000overgbp60000,0.0,char
208,0.0,increasedecreaseinunrestrictedfunds,0.0,char
209,0.0,furtheritemssupportcostscomponenttotalsupportcosts,0.0,char
210,0.0,generaldescriptioncontingentliabilitiesincludingfinancialeffectuncertaintiespossiblereimbursement,0.0,char
211,0.0,reportincludesstrategicreporttruefalse,0.0,char
212,0.0,independentexaminationfree-textcomment,0.0,char
213,0.0,statementonrespectiveresponsibilitiesdirectorstrusteesindependentexaminer,0.0,char
214,0.0,dateindependentexaminersreport,0.0,char
215,0.0,legacies,0.0,char
216,0.0,charitableexpenditure,0.0,char
217,0.0,reviewfinancialpositionendreportingperiod,0.0,char
220,0.0,financialinstrumentsclassificationpolicy,0.0,char
221,0.0,directcharitableexpenditure,0.0,char
222,0.0,futureminimumleasepaymentsundernon-cancellableoperatingleases,0.0,char
223,0.0,generaldescriptionpriorperiodpolicychangeadjustmentstheireffect,0.0,char
224,0.0,finishedgoods,0.0,char
225,0.0,trusteeshaveapprovedstrategicreporttruefalse,0.0,char
226,0.0,heritageassetspolicy,0.0,char
227,0.0,charitablesupportcosts,0.0,char
228,0.0,accruedliabilitiesnotexpressedwithincreditorssubtotal,0.0,char
86,422242.0,netcurrentassetsliabilities,422242.0,all
116,398911.0,totalassetslesscurrentliabilities,398911.0,all
35,392062.0,currentassets,392062.0,all
65,202419.0,fixedassets,202419.0,all
41,198699.0,debtors,198699.0,all
95,181986.0,parvalueshare,181986.0,all
88,159626.0,numbersharesallotted,159626.0,all
92,102176.0,othercreditors,102176.0,all
19,92180.0,averagenumberemployeesduringperiod,92180.0,all
24,86370.0,calledupsharecapitalnotpaidnotexpressedascurrentasset,86370.0,all
93,78023.0,otherdebtors,78023.0,all
97,42429.0,prepaymentsaccruedincomenotexpressedwithincurrentassetsubtotal,42429.0,all
22,21999.0,bankborrowingsoverdrafts,21999.0,all
13,20945.0,amountspecificadvanceorcreditdirectors,20945.0,all
15,19760.0,amountspecificadvanceorcreditrepaidinperioddirectors,19760.0,all
14,19622.0,amountspecificadvanceorcreditmadeinperioddirectors,19622.0,all
71,15842.0,investmentsfixedassets,15842.0,all
6,9216.0,advancescreditsdirectors,9216.0,all
7,8359.0,advancescreditsmadeinperioddirectors,8359.0,all
8,7462.0,advancescreditsrepaidinperioddirectors,7462.0,all
101,7305.0,profitlossonordinaryactivitiesbeforetax,7305.0,all
23,7123.0,bankoverdrafts,7123.0,all
21,7109.0,bankborrowings,7109.0,all
5,6973.0,administrativeexpenses,6973.0,all
34,6370.0,currentassetinvestments,6370.0,all
90,5526.0,operatingprofitloss,5526.0,all
67,5208.0,grossprofitloss,5208.0,all
74,4691.0,loansfromdirectors,4691.0,all
4,4366.0,administrationsupportaveragenumberemployees,4366.0,all
29,3640.0,costsales,3640.0,all
64,2694.0,finishedgoodsgoodsforresale,2694.0,all
121,2269.0,workinprogress,2269.0,all
49,1927.0,directorremuneration,1927.0,all
12,1865.0,amountsowedtorelatedparties,1865.0,all
120,1547.0,wagessalaries,1547.0,all
104,1374.0,rawmaterialsconsumables,1374.0,all
106,1242.0,salesmarketingdistributionaveragenumberemployees,1242.0,all
53,1205.0,distributioncosts,1205.0,all
17,1026.0,amountsrecoverableoncontracts,1026.0,all
63,808.0,financialassets,808.0,all
107,647.0,socialsecuritycosts,647.0,all
89,643.0,numbersharesauthorised,643.0,all
94,474.0,otheroperatingincome,474.0,all
18,394.0,auditfeesexpenses,394.0,all
115,382.0,totalassets,382.0,all
50,287.0,directorremunerationbenefitsexcludingpaymentstothirdparties,287.0,all
100,228.0,profitlossonordinaryactivitiesaftertax,228.0,all
16,129.0,amountspecificbankloan,129.0,all
51,101.0,directorremunerationbenefitsincludingpaymentstothirdparties,101.0,all
118,94.0,totalliabilities,94.0,all
