variable,value,record
nameparententity,"The company is a 100% subsidiary of Indigo Properties UK Ltd, Suite 9 The Octgaon Offices, Brighton Marina Village, Brighton, BN2 5WB",1
nameparententity,"The company is a subsidiary of Finchley Road (Cooper) Limited, a company registered in England and Wales. It considers its ultimate controlling party to be M S Cooper.",1
nameparententity,"The company is a subsidiary of H & W Associates Limited, a company registered in England. The ultimate controlling party is Mrs. J. Wheeler.",1
nameparententity,"The company is a wholly owned subsidiary of AMA Grupa Limited, a company incorporated in England and Wales.",1
nameparententity,"The company is a wholly owned subsidiary of Clock Tower Digital Limited whose registered office is 'The Clock Tower, Talbot Street, Nottingham, NG1 5GG'.  The company is under the control of its directors.",1
nameparententity,The company is a wholly owned subsidiary of Conty Gate Properties (Handcross) Limited.  Consolidated accounts are not prepared.,1
nameparententity,The company is a wholly owned subsidiary of G B Lighting Limited. The ultimate controlling party is A J Watson,1
nameparententity,"The company is a wholly owned subsidiary of Hayburn Rock Group Limited, a company incorporated in the United Kingdom (Company number 8240745).",1
nameparententity,"The company is a wholly owned subsidiary of Livingston James Limited, a company registered in Scotland.",2
nameparententity,"The company is a wholly owned subsidiary of Milltarget Limited, a company incorporated in England and Wales.  It's registered office is 6 Oriel Court, Omega Park, Alton, Hampshire, GU34 2YT",1
nameparententity,The company is a wholly owned subsidiary of North Oxford Property Services Limited.,1
nameparententity,"The company is a wholly owned subsidiary of Quantemplate Technologies Limited, whose registered office and principal place of business is First Floor, Grand Ocean Plaza, Ocean Village, Gibraltar GX11 1AA",1
nameparententity,"The company is a wholly owned subsidiary of Rebelco Holdings Limited.  In the opinion of the director, the ultimate controlling party is I N H Rugheimer.",1
nameparententity,"The company is a wholly owned subsidiary of Tiruña Grupo Industrial SL, a company incorporated in Spain, and is controlled by the directors of Tiruna UK Limited all of whom are resident in Spain",1
nameparententity,The company is a wholly owned subsidiary of Vanguard Holdings Ltd.,1
nameparententity,"The company is a wholly owned subsidiary of Vida Living Limited, a company incorporated in Ireland.",1
nameparententity,"The company is a wholly-owned subsidiary of Cavendish Global (Holdings) Ltd - company number:09315228 - registered office address: Cavendish House, 75 Cavendish Street, Ipswich, Suffolk, IP38AX.",1
nameparententity,"The company is a wholly-owned subsidiary of ISB Group Holdings Limited - company number:10356372 - registered office address: Langley Drive, Chester Road Industrial Estate, CastleBromwich, Birmingham, B35 7AD.",1
nameparententity,"The company is a wholly-owned subsidiary of R H Thorstensen Ltd - company number: 08782627 -registered office address: Riverside House, Stretton Way, Liverpool, L36 6JF.",1
nameparententity,The company is controlled and owned by Ms E Turner who is the sole director and shareholder.,1
nameparententity,The company is controlled by   M S Christy   by virtue of having ownership of 100% of the issued ordinary share capital in the company.,1
nameparententity,The company is controlled by   S Stewart and  S A Morris    by virtue of having ownership of 100% of the issued ordinary share capital in the company.,1
nameparententity,The company is controlled by  C P Jones and S Jones  by virtue of having ownership of 100% of the issued ordinary share capital in the company.,1
nameparententity,The company is controlled by  Mr and Mrs Bowers by virtue of their combined majority shareholding.,1
nameparententity,"The company is controlled by (Mrs Sijia Chen 20%, Feng Wang 51%, Zhi Yuan Chen 15% and Geng Hui Yuan 14%).",1
nameparententity,The company is controlled by A J Blunt and N J Blunt who each hold 50% of the issued share capital.,1
nameparententity,The company is controlled by A Terry by virtue of his shareholding in the company.,1
nameparententity,The company is controlled by Achuta Laxmi Vasudeva.  ,1
nameparententity,The company is controlled by Anthony Haye by virtue of his 100% shareholding.,1
nameparententity,The company is controlled by Audrey Lenox by virtue of her 100% shareholding.,1
nameparententity,The company is controlled by B Aldridge by virtue of his interest in 100% of the issued ordinary share capital,1
nameparententity,The company is controlled by C Chadwick by virtue of his shareholding.,1
nameparententity,The company is controlled by C Chadwick by virtue of is shareholding.,1
nameparententity,The company is controlled by C. Bailey by virtue of his 100% ownership of the equity share capital.,1
nameparententity,The company is controlled by Chakkaravarthy Nagarajan and Dhanalakshmi Tamizhmanian by virtue of their combined holdings.,1
nameparententity,The company is controlled by Chaudhry Hibat Ul Moshin Abid by virtue of his majority shareholding.,1
nameparententity,The company is controlled by Clare Lucas by virtue of her 100% shareholding.,1
nameparententity,The company is controlled by D Peacock.,1
nameparententity,The company is controlled by David East.,1
nameparententity,The company is controlled by David Rocks by virtue of his 100% shareholding.,1
nameparententity,The company is controlled by Director - M S MacKenzie.,1
nameparententity,The company is controlled by Edward Osbaldestin by virtue of his 100% shareholding.,1
nameparententity,"The company is controlled by Francesca Taylor, the director of the company, who has a beneficial interest in the entire issued share capital of the company.",1
nameparententity,"The company is controlled by G.E.Monaghan, the director.",1
nameparententity,The company is controlled by GM Jackson by virtue of his 100% shareholding.,1
nameparententity,"The company is controlled by Global Experiential Educators Inc, a company incorporated in the USA by virtue of its ownership of 75% of the issued share capital of Kaya Responsible Travel Ltd.  The remaining 25% is owned by H Jones a director of Kaya Responsible Travel Limited.  Mr J Palm who is a director of Kaya Responsible Travel Ltd  owns 8.8% respectively of Global Experiential Educators Inc.",1
nameparententity,The company is controlled by H Beg Ltd.,1
nameparententity,The company is controlled by Harry Mailer and Karen Davidson by virtue of their combined holdings.,1
nameparententity,The company is controlled by Helen Gibbs by virtue of her 100% shareholding.,1
nameparententity,The company is controlled by IB and Mrs J Fagelson.,1
nameparententity,"The company is controlled by IFZW GmbH & Co KG (wholly owned by Dieter Zahn), a company which is incorporated in Germany.",1
nameparententity,The company is controlled by Ivor Woodward by virtue of his majority shareholding.,1
nameparententity,The company is controlled by J. C. Finney by virtue of his 100% ownership of the equity share capital.,1
nameparententity,The company is controlled by James Kadzimu by virtue of his 100% shareholding.,1
nameparententity,The company is controlled by Janice Laura Stirling by virtue of her 100% share holding.,1
nameparententity,"The company is controlled by Jizhe Wang (50%), Yu Ren (50%).",1
nameparententity,The company is controlled by Jonathan Garrett by virtue of his majority shareholding.,1
nameparententity,The company is controlled by Katie Youds Smith by virtue of her shareholdings.,1
nameparententity,The company is controlled by Linda Muir by virtue of her 100% shareholding.,1
nameparententity,The company is controlled by M S Moore and C M Moore who own 100% of the issued share capital.,1
nameparententity,The company is controlled by Mark Austin by reason of his shareholding,1
nameparententity,The company is controlled by Mark Beecroft by virtue of his 100% shareholding.,1
nameparententity,The company is controlled by Mark Massie by virtue of his 100% shareholding.,1
nameparententity,"The company is controlled by McFirth Properties Limited, its immediate and ultimate holding company. The group is a small group and as such the holding company is exempt from preparing group accounts. The holding company's registered office is the same as the company (see note 7 below).",1
nameparententity,"The company is controlled by Miles Hayward, the director.",1
nameparententity,The company is controlled by Miss K Hann by virtue of her being the sole director and 100% shareholder.,1
nameparententity,The company is controlled by Miss P L Hemsworth by virtue of her majority shareholding.,1
nameparententity,The company is controlled by Mr & Mrs Groom by virtue of their combined shareholdings.,1
